ID,Name,StudyHours,Attendance,Marks,Grade,Result,PerformanceScore
117,Student_117,8.2,67,76.9,B,Pass,60.19
760,Student_760,8.1,83,81.5,B,Pass,67.27000000000001
421,Student_421,8.1,62,70.3,C,Pass,55.37
422,Student_422,8.1,66,76.5,B,Pass,59.67
572,Student_572,8.1,85,79.2,B,Pass,66.72
756,Student_756,8.1,80,60.6,C,Pass,55.92
649,Student_649,8.1,86,76.1,B,Pass,65.47
26,Student_26,8.1,59,99.5,A,Pass,69.07000000000001
200,Student_200,8.0,60,55.9,D,Pass,47.55
52,Student_52,8.0,88,99.5,A,Pass,77.75
550,Student_550,8.0,79,61.1,C,Pass,55.85
71,Student_71,8.0,53,89.3,B,Pass,62.15
451,Student_451,8.0,71,67.6,C,Pass,56.7
861,Student_861,8.0,57,83.3,B,Pass,60.35
394,Student_394,8.0,95,67.0,C,Pass,63.6
77,Student_77,7.9,82,85.9,B,Pass,69.13
95,Student_95,7.9,78,53.0,D,Pass,51.48
689,Student_689,7.9,80,74.3,C,Pass,62.73
297,Student_297,7.9,86,48.9,D,Pass,51.83
982,Student_982,7.9,82,48.6,D,Pass,50.48
432,Student_432,7.9,81,91.6,A,Pass,71.67999999999999
767,Student_767,7.9,83,87.9,B,Pass,70.42999999999999
158,Student_158,7.9,54,67.6,C,Pass,51.58
919,Student_919,7.9,88,89.7,B,Pass,72.83
535,Student_535,7.9,71,61.5,C,Pass,53.63
400,Student_400,7.8,73,94.4,A,Pass,70.66
711,Student_711,7.8,96,58.6,D,Pass,59.66
448,Student_448,7.8,81,43.7,D,Pass,47.71000000000001
108,Student_108,7.8,50,48.5,D,Pass,40.81
559,Student_559,7.8,69,44.2,D,Pass,44.36
332,Student_332,7.8,100,87.3,B,Pass,75.21000000000001
399,Student_399,7.8,93,43.8,D,Pass,51.36
93,Student_93,7.8,88,46.3,D,Pass,51.11
389,Student_389,7.8,66,54.8,D,Pass,48.760000000000005
420,Student_420,7.8,60,67.8,C,Pass,53.46
620,Student_620,7.7,61,94.2,A,Pass,66.94000000000001
628,Student_628,7.7,52,87.7,B,Pass,60.99
852,Student_852,7.7,63,77.2,B,Pass,59.04
654,Student_654,7.7,93,75.5,B,Pass,67.19000000000001
218,Student_218,7.7,99,70.3,C,Pass,66.39
266,Student_266,7.7,63,57.9,D,Pass,49.38999999999999
764,Student_764,7.7,87,58.4,D,Pass,56.84
724,Student_724,7.7,57,67.4,C,Pass,52.34
743,Student_743,7.7,75,47.2,D,Pass,47.64
463,Student_463,7.7,90,92.2,A,Pass,74.64
76,Student_76,7.6,67,76.4,B,Pass,59.82
87,Student_87,7.6,62,73.0,C,Pass,56.62
385,Student_385,7.6,76,44.1,D,Pass,46.370000000000005
985,Student_985,7.6,88,69.8,C,Pass,62.82
3,Student_3,7.6,65,80.2,B,Pass,61.120000000000005
160,Student_160,7.6,72,93.5,A,Pass,69.86999999999999
720,Student_720,7.6,99,76.2,B,Pass,69.32
973,Student_973,7.6,95,77.5,B,Pass,68.77
829,Student_829,7.6,55,72.5,C,Pass,54.27
326,Student_326,7.6,60,69.9,C,Pass,54.470000000000006
806,Student_806,7.6,52,41.9,D,Pass,38.07
960,Student_960,7.6,98,59.3,D,Pass,60.57
891,Student_891,7.5,93,97.4,A,Pass,78.1
197,Student_197,7.5,89,45.9,D,Pass,51.15
305,Student_305,7.5,53,75.6,B,Pass,55.2
779,Student_779,7.5,70,50.0,D,Pass,47.5
236,Student_236,7.5,89,93.2,A,Pass,74.8
967,Student_967,7.5,75,78.9,B,Pass,63.45
778,Student_778,7.5,74,62.5,C,Pass,54.95
510,Student_510,7.5,90,98.0,A,Pass,77.5
322,Student_322,7.4,84,80.6,B,Pass,66.98
92,Student_92,7.4,84,66.4,C,Pass,59.88
631,Student_631,7.4,59,99.7,A,Pass,69.03
215,Student_215,7.4,54,98.1,A,Pass,66.73
75,Student_75,7.4,62,69.2,C,Pass,54.68
877,Student_877,7.4,93,62.5,C,Pass,60.63
801,Student_801,7.4,63,41.7,D,Pass,41.23
439,Student_439,7.4,57,69.1,C,Pass,53.12999999999999
10,Student_10,7.4,72,73.7,C,Pass,59.93
436,Student_436,7.3,82,72.6,C,Pass,62.35999999999999
138,Student_138,7.3,62,72.1,C,Pass,56.10999999999999
482,Student_482,7.3,89,57.2,D,Pass,56.76
992,Student_992,7.3,76,40.0,D,Pass,44.26
799,Student_799,7.3,57,48.4,D,Pass,42.76
561,Student_561,7.3,99,91.3,A,Pass,76.80999999999999
258,Student_258,7.3,81,89.1,B,Pass,70.30999999999999
382,Student_382,7.3,64,85.1,B,Pass,63.21
316,Student_316,7.3,99,78.5,B,Pass,70.41
268,Student_268,7.3,78,81.3,B,Pass,65.50999999999999
501,Student_501,7.3,56,93.6,A,Pass,65.05999999999999
338,Student_338,7.3,83,45.3,D,Pass,49.01
279,Student_279,7.3,89,64.1,C,Pass,60.21
267,Student_267,7.3,62,73.9,C,Pass,57.01
505,Student_505,7.2,53,76.9,B,Pass,55.79
39,Student_39,7.2,100,58.2,D,Pass,60.54
781,Student_781,7.2,50,48.6,D,Pass,40.74
212,Student_212,7.2,97,78.6,B,Pass,69.83999999999999
987,Student_987,7.2,62,70.3,C,Pass,55.19
177,Student_177,7.2,96,70.3,C,Pass,65.39
610,Student_610,7.2,55,45.8,D,Pass,40.84
374,Student_374,7.1,64,83.7,B,Pass,62.47
419,Student_419,7.1,57,73.9,C,Pass,55.47
648,Student_648,7.1,96,86.4,B,Pass,73.42
171,Student_171,7.1,73,78.2,B,Pass,62.42
710,Student_710,7.1,54,76.5,B,Pass,55.870000000000005
971,Student_971,7.0,88,67.0,C,Pass,61.3
895,Student_895,7.0,62,66.3,C,Pass,53.15
46,Student_46,7.0,80,63.8,C,Pass,57.3
733,Student_733,7.0,53,80.1,B,Pass,57.35
548,Student_548,7.0,61,79.1,B,Pass,59.24999999999999
882,Student_882,7.0,56,70.7,C,Pass,53.55
544,Student_544,7.0,78,48.5,D,Pass,49.05
157,Student_157,7.0,54,70.3,C,Pass,52.74999999999999
208,Student_208,7.0,75,52.3,D,Pass,50.05
952,Student_952,7.0,84,64.2,C,Pass,58.7
842,Student_842,7.0,85,74.8,C,Pass,64.3
597,Student_597,7.0,51,94.6,A,Pass,63.99999999999999
684,Student_684,7.0,83,53.1,D,Pass,52.85
323,Student_323,6.9,61,88.3,B,Pass,63.830000000000005
186,Student_186,6.9,52,44.3,D,Pass,39.13
887,Student_887,6.9,69,64.5,C,Pass,54.330000000000005
213,Student_213,6.9,62,71.8,C,Pass,55.88
878,Student_878,6.9,59,57.1,D,Pass,47.63
353,Student_353,6.9,63,75.3,B,Pass,57.93
943,Student_943,6.9,56,97.3,A,Pass,66.83
221,Student_221,6.9,81,84.9,B,Pass,68.13
239,Student_239,6.8,97,89.0,B,Pass,74.96
780,Student_780,6.8,64,65.8,C,Pass,53.46
356,Student_356,6.8,60,60.1,C,Pass,49.41
219,Student_219,6.8,89,76.1,B,Pass,66.11
592,Student_592,6.8,72,84.4,B,Pass,65.16
659,Student_659,6.8,93,70.3,C,Pass,64.41
201,Student_201,6.8,83,41.3,D,Pass,46.91
175,Student_175,6.8,87,70.3,C,Pass,62.61
462,Student_462,6.8,82,92.8,A,Pass,72.36
278,Student_278,6.8,66,46.0,D,Pass,44.16
873,Student_873,6.8,79,98.9,A,Pass,74.51
362,Student_362,6.8,78,57.9,D,Pass,53.71
347,Student_347,6.7,78,87.1,B,Pass,68.28999999999999
115,Student_115,6.7,99,99.8,A,Pass,80.94
613,Student_613,6.7,77,68.1,C,Pass,58.49
383,Student_383,6.7,93,79.4,B,Pass,68.94
415,Student_415,6.7,97,98.9,A,Pass,79.89
585,Student_585,6.7,82,91.9,A,Pass,71.89
88,Student_88,6.7,62,97.9,A,Pass,68.89
102,Student_102,6.7,59,43.5,D,Pass,40.790000000000006
162,Student_162,6.7,58,87.2,B,Pass,62.34
481,Student_481,6.7,98,71.4,C,Pass,66.44
304,Student_304,6.7,99,93.2,A,Pass,77.64
194,Student_194,6.7,91,79.7,B,Pass,68.49000000000001
163,Student_163,6.7,84,58.9,D,Pass,55.99
840,Student_840,6.7,64,73.5,C,Pass,57.290000000000006
929,Student_929,6.7,96,70.3,C,Pass,65.28999999999999
230,Student_230,6.7,94,66.4,C,Pass,62.74000000000001
82,Student_82,6.6,51,62.1,C,Pass,47.67
625,Student_625,6.6,80,51.1,D,Pass,50.87
433,Student_433,6.6,60,83.4,B,Pass,61.02
484,Student_484,6.6,52,74.7,C,Pass,54.27
350,Student_350,6.6,81,90.4,A,Pass,70.82
492,Student_492,6.6,90,87.6,B,Pass,72.11999999999999
574,Student_574,6.6,88,92.3,A,Pass,73.86999999999999
560,Student_560,6.6,73,50.5,D,Pass,48.47
913,Student_913,6.6,86,56.7,D,Pass,55.470000000000006
750,Student_750,6.6,90,57.7,D,Pass,57.17
757,Student_757,6.6,90,83.8,B,Pass,70.22
753,Student_753,6.6,62,42.6,D,Pass,41.22
299,Student_299,6.6,71,92.6,A,Pass,68.91999999999999
545,Student_545,6.6,64,60.9,C,Pass,50.97
794,Student_794,6.5,93,61.9,C,Pass,60.14999999999999
542,Student_542,6.5,100,46.0,D,Pass,54.3
261,Student_261,6.5,88,90.4,A,Pass,72.89999999999999
663,Student_663,6.5,51,76.0,B,Pass,54.6
205,Student_205,6.5,57,86.2,B,Pass,61.5
31,Student_31,6.5,75,77.4,B,Pass,62.5
696,Student_696,6.5,69,46.8,D,Pass,45.39999999999999
21,Student_21,6.5,90,87.7,B,Pass,72.14999999999999
147,Student_147,6.5,94,72.9,C,Pass,65.95
804,Student_804,6.5,95,63.1,C,Pass,61.35
511,Student_511,6.5,91,65.1,C,Pass,61.14999999999999
346,Student_346,6.5,64,78.2,B,Pass,59.6
328,Student_328,6.5,55,43.5,D,Pass,39.55
962,Student_962,6.4,88,53.6,D,Pass,54.48
977,Student_977,6.4,82,82.8,B,Pass,67.28
850,Student_850,6.4,68,70.3,C,Pass,56.83
712,Student_712,6.4,71,89.4,B,Pass,67.28
55,Student_55,6.4,80,95.8,A,Pass,73.18
950,Student_950,6.4,74,43.0,D,Pass,44.98
951,Student_951,6.4,51,70.3,C,Pass,51.73
980,Student_980,6.4,58,73.2,C,Pass,55.28
9,Student_9,6.4,66,43.6,D,Pass,42.88
4,Student_4,6.4,73,99.6,A,Pass,72.97999999999999
358,Student_358,6.3,52,41.5,D,Pass,37.61
911,Student_911,6.3,75,70.3,C,Pass,58.91
787,Student_787,6.3,78,78.2,B,Pass,63.76
792,Student_792,6.3,98,80.6,B,Pass,70.96
817,Student_817,6.3,61,93.3,A,Pass,66.21000000000001
464,Student_464,6.3,62,54.3,D,Pass,47.01
653,Student_653,6.3,98,77.9,B,Pass,69.61
485,Student_485,6.3,55,78.1,B,Pass,56.81
521,Student_521,6.3,100,71.6,C,Pass,67.06
647,Student_647,6.3,86,66.1,C,Pass,60.10999999999999
566,Student_566,6.3,85,81.6,B,Pass,67.56
29,Student_29,6.3,66,90.5,A,Pass,66.31
994,Student_994,6.3,70,42.8,D,Pass,43.66
290,Student_290,6.3,59,85.7,B,Pass,61.81
497,Student_497,6.3,99,99.0,A,Pass,80.46000000000001
170,Student_170,6.3,66,67.7,C,Pass,54.91
839,Student_839,6.2,96,98.0,A,Pass,79.03999999999999
698,Student_698,6.2,94,70.3,C,Pass,64.58999999999999
904,Student_904,6.2,59,41.1,D,Pass,39.49
414,Student_414,6.2,87,83.8,B,Pass,69.24
940,Student_940,6.2,64,88.5,B,Pass,64.69
360,Student_360,6.2,93,56.4,D,Pass,57.34
803,Student_803,6.2,51,97.8,A,Pass,65.44
285,Student_285,6.2,97,51.3,D,Pass,55.99
725,Student_725,6.2,96,70.3,C,Pass,65.19
233,Student_233,6.2,73,54.4,D,Pass,50.34
766,Student_766,6.1,55,66.8,C,Pass,51.12
94,Student_94,6.1,95,78.4,B,Pass,68.92
859,Student_859,6.1,77,97.8,A,Pass,73.22
969,Student_969,6.1,91,93.3,A,Pass,75.17
660,Student_660,6.1,69,69.3,C,Pass,56.56999999999999
259,Student_259,6.1,92,52.8,D,Pass,55.22
222,Student_222,6.1,78,88.7,B,Pass,68.97
687,Student_687,6.1,78,60.3,C,Pass,54.77
798,Student_798,6.1,84,81.3,B,Pass,67.07
686,Student_686,6.0,99,46.5,D,Pass,54.150000000000006
554,Student_554,6.0,69,78.0,B,Pass,60.900000000000006
534,Student_534,6.0,68,67.6,C,Pass,55.4
478,Student_478,6.0,83,86.5,B,Pass,69.35000000000001
452,Student_452,6.0,77,70.3,C,Pass,59.45
327,Student_327,6.0,82,44.6,D,Pass,48.1
188,Student_188,6.0,78,97.4,A,Pass,73.3
942,Student_942,6.0,77,44.3,D,Pass,46.45
915,Student_915,6.0,99,97.4,A,Pass,79.60000000000001
866,Student_866,6.0,67,47.5,D,Pass,45.05
553,Student_553,6.0,73,98.7,A,Pass,72.45
256,Student_256,6.0,91,47.9,D,Pass,52.45
364,Student_364,5.9,96,55.6,D,Pass,57.78
66,Student_66,5.9,72,50.4,D,Pass,47.98
928,Student_928,5.9,54,79.5,B,Pass,57.13
120,Student_120,5.9,97,71.6,C,Pass,66.08
782,Student_782,5.9,61,93.4,A,Pass,66.18
49,Student_49,5.9,84,70.9,C,Pass,61.830000000000005
426,Student_426,5.9,79,53.5,D,Pass,51.63
288,Student_288,5.9,79,73.3,C,Pass,61.53
211,Student_211,5.9,86,86.5,B,Pass,70.23
748,Student_748,5.9,58,40.7,D,Pass,38.93
321,Student_321,5.9,85,76.2,B,Pass,64.78
303,Student_303,5.9,85,83.3,B,Pass,68.33000000000001
701,Student_701,5.8,91,82.1,B,Pass,69.50999999999999
758,Student_758,5.8,60,79.1,B,Pass,58.71
634,Student_634,5.8,61,43.8,D,Pass,41.36
825,Student_825,5.8,64,60.4,C,Pass,50.56
637,Student_637,5.8,50,46.9,D,Pass,39.61
652,Student_652,5.8,98,76.4,B,Pass,68.75999999999999
302,Student_302,5.8,81,66.9,C,Pass,58.91
189,Student_189,5.8,58,84.3,B,Pass,60.71
502,Student_502,5.8,60,79.3,B,Pass,58.81
164,Student_164,5.8,69,81.3,B,Pass,62.50999999999999
97,Student_97,5.7,78,79.0,B,Pass,64.03999999999999
934,Student_934,5.7,82,44.7,D,Pass,48.09
48,Student_48,5.7,88,76.0,B,Pass,65.54
957,Student_957,5.7,91,95.8,A,Pass,76.34
264,Student_264,5.7,85,75.4,B,Pass,64.34
551,Student_551,5.7,70,90.5,A,Pass,67.39
674,Student_674,5.7,82,70.3,C,Pass,60.89
549,Student_549,5.7,98,77.3,B,Pass,69.19
18,Student_18,5.7,61,85.4,B,Pass,62.14
816,Student_816,5.7,74,58.8,D,Pass,52.74
296,Student_296,5.7,79,59.6,D,Pass,54.64
734,Student_734,5.7,82,80.7,B,Pass,66.09
480,Student_480,5.7,93,52.2,D,Pass,55.14
137,Student_137,5.7,60,70.3,C,Pass,54.29
475,Student_475,5.7,95,79.4,B,Pass,69.34
863,Student_863,5.7,91,92.2,A,Pass,74.54
104,Student_104,5.6,74,43.5,D,Pass,45.07
307,Student_307,5.6,66,64.8,C,Pass,53.32
275,Student_275,5.6,76,54.8,D,Pass,51.32
28,Student_28,5.6,56,72.4,C,Pass,54.12
693,Student_693,5.6,72,63.8,C,Pass,54.62
571,Student_571,5.6,83,58.2,D,Pass,55.12
793,Student_793,5.6,84,76.3,B,Pass,64.47
173,Student_173,5.6,81,93.7,A,Pass,72.27000000000001
633,Student_633,5.6,59,70.3,C,Pass,53.96999999999999
130,Student_130,5.6,86,86.2,B,Pass,70.02000000000001
650,Student_650,5.5,61,93.6,A,Pass,66.19999999999999
351,Student_351,5.5,51,63.0,C,Pass,47.9
232,Student_232,5.5,55,96.6,A,Pass,65.89999999999999
744,Student_744,5.5,77,94.1,A,Pass,71.24999999999999
986,Student_986,5.5,53,57.1,D,Pass,45.55
609,Student_609,5.5,88,72.4,C,Pass,63.7
148,Student_148,5.5,95,67.3,C,Pass,63.25
143,Student_143,5.5,57,88.1,B,Pass,62.24999999999999
403,Student_403,5.5,95,64.7,C,Pass,61.95
835,Student_835,5.5,70,51.7,D,Pass,47.95
849,Student_849,5.5,71,92.8,A,Pass,68.8
