ID,Name,StudyHours,Attendance,Marks,Grade,Result,PerformanceScore
172,Student_172,1.1,52,79.6,B,Pass,55.62
173,Student_173,5.6,81,93.7,A,Pass,72.27000000000001
174,Student_174,3.0,84,78.2,B,Pass,64.89999999999999
175,Student_175,6.8,87,70.3,C,Pass,62.61
176,Student_176,2.6,62,44.0,D,Pass,41.12
177,Student_177,7.2,96,70.3,C,Pass,65.39
178,Student_178,4.5,74,49.0,D,Pass,47.6
179,Student_179,9.4,58,84.2,B,Pass,61.38
180,Student_180,2.2,53,70.7,C,Pass,51.69
181,Student_181,4.1,63,80.8,B,Pass,60.12
182,Student_182,2.0,86,42.5,D,Pass,47.449999999999996
183,Student_183,9.3,83,45.1,D,Pass,49.31
184,Student_184,8.9,60,83.0,B,Pass,61.28
185,Student_185,3.3,90,44.3,D,Pass,49.809999999999995
186,Student_186,6.9,52,44.3,D,Pass,39.13
187,Student_187,8.4,77,40.7,D,Pass,45.13
188,Student_188,6.0,78,97.4,A,Pass,73.3
189,Student_189,5.8,58,84.3,B,Pass,60.709999999999994
190,Student_190,3.2,52,61.2,C,Pass,46.84
191,Student_191,1.8,74,57.8,D,Pass,51.459999999999994
192,Student_192,9.1,83,61.0,C,Pass,57.22
193,Student_193,9.1,61,86.5,B,Pass,63.37
194,Student_194,6.7,91,79.7,B,Pass,68.49000000000001
195,Student_195,4.1,58,51.1,D,Pass,43.77
196,Student_196,4.1,64,50.4,D,Pass,45.22
197,Student_197,7.5,89,45.9,D,Pass,51.15
198,Student_198,9.1,74,70.3,C,Pass,59.169999999999995
199,Student_199,9.0,54,85.9,B,Pass,60.95
200,Student_200,8.0,60,55.9,D,Pass,47.550000000000004
201,Student_201,6.8,83,41.3,D,Pass,46.91
202,Student_202,1.8,73,44.9,D,Pass,44.709999999999994
203,Student_203,2.5,64,98.1,A,Pass,68.75
204,Student_204,9.1,87,57.7,D,Pass,56.77
205,Student_205,6.5,57,86.2,B,Pass,61.5
206,Student_206,1.1,54,77.5,B,Pass,55.17
207,Student_207,1.9,97,62.9,C,Pass,60.93
208,Student_208,7.0,75,52.3,D,Pass,50.05
209,Student_209,1.0,67,47.3,D,Pass,43.95
210,Student_210,2.4,55,76.9,B,Pass,55.43
211,Student_211,5.9,86,86.5,B,Pass,70.23
212,Student_212,7.2,97,78.6,B,Pass,69.83999999999999
213,Student_213,6.9,62,71.8,C,Pass,55.88
214,Student_214,3.0,77,42.5,D,Pass,44.949999999999996
215,Student_215,7.4,54,98.1,A,Pass,66.73
216,Student_216,3.1,62,87.9,B,Pass,63.169999999999995
217,Student_217,3.9,66,57.6,D,Pass,49.38
218,Student_218,7.7,99,70.3,C,Pass,66.39
219,Student_219,6.8,89,76.1,B,Pass,66.11
220,Student_220,8.6,94,74.9,C,Pass,67.37
221,Student_221,6.9,81,84.9,B,Pass,68.13
222,Student_222,6.1,78,88.7,B,Pass,68.97
223,Student_223,1.8,100,79.4,B,Pass,70.06
224,Student_224,4.3,52,47.7,D,Pass,40.31
225,Student_225,3.4,89,60.3,C,Pass,57.529999999999994
226,Student_226,3.2,83,95.7,A,Pass,73.39
227,Student_227,9.8,89,53.5,D,Pass,55.410000000000004
228,Student_228,4.5,76,62.3,C,Pass,54.85
229,Student_229,9.0,62,65.9,C,Pass,53.349999999999994
230,Student_230,6.7,94,66.4,C,Pass,62.74000000000001
231,Student_231,8.2,82,76.8,B,Pass,64.64
232,Student_232,5.5,55,96.6,A,Pass,65.89999999999999
233,Student_233,6.2,73,54.4,D,Pass,50.339999999999996
234,Student_234,5.4,68,47.3,D,Pass,45.129999999999995
235,Student_235,2.8,65,70.3,C,Pass,55.21
236,Student_236,7.5,89,93.2,A,Pass,74.8
237,Student_237,3.5,77,78.7,B,Pass,63.150000000000006
238,Student_238,1.2,82,57.2,D,Pass,53.440000000000005
239,Student_239,6.8,97,89.0,B,Pass,74.96
240,Student_240,2.6,90,91.7,A,Pass,73.36999999999999
241,Student_241,9.5,62,90.8,A,Pass,65.9
242,Student_242,9.6,92,95.1,A,Pass,77.07
243,Student_243,9.2,94,55.1,D,Pass,57.59
244,Student_244,4.3,74,85.3,B,Pass,65.71
245,Student_245,1.1,91,67.6,C,Pass,61.31999999999999
246,Student_246,9.4,85,90.5,A,Pass,72.63
247,Student_247,4.9,76,83.7,B,Pass,65.63000000000001
248,Student_248,9.7,87,86.6,B,Pass,71.33999999999999
249,Student_249,9.7,56,79.4,B,Pass,58.44
250,Student_250,8.7,54,50.6,D,Pass,43.24
251,Student_251,3.7,92,72.7,C,Pass,64.69
252,Student_252,4.5,94,99.1,A,Pass,78.65
253,Student_253,8.7,100,96.2,A,Pass,79.83999999999999
254,Student_254,3.9,80,42.6,D,Pass,46.08
255,Student_255,2.5,72,49.9,D,Pass,47.05
256,Student_256,6.0,91,47.9,D,Pass,52.45
257,Student_257,9.4,59,83.6,B,Pass,61.38
258,Student_258,7.3,81,89.1,B,Pass,70.30999999999999
259,Student_259,6.1,92,52.8,D,Pass,55.22
260,Student_260,1.9,79,70.4,C,Pass,59.28000000000001
261,Student_261,6.5,88,90.4,A,Pass,72.89999999999999
262,Student_262,9.9,80,84.0,B,Pass,67.98
263,Student_263,2.3,67,72.5,C,Pass,56.809999999999995
264,Student_264,5.7,85,75.4,B,Pass,64.34
265,Student_265,8.9,51,70.5,C,Pass,52.33
266,Student_266,7.7,63,57.9,D,Pass,49.38999999999999
267,Student_267,7.3,62,73.9,C,Pass,57.01
268,Student_268,7.3,78,81.3,B,Pass,65.50999999999999
269,Student_269,4.2,61,92.4,A,Pass,65.34
270,Student_270,3.6,88,78.2,B,Pass,66.22
271,Student_271,8.3,51,85.7,B,Pass,59.81
272,Student_272,8.3,81,49.6,D,Pass,50.760000000000005
273,Student_273,8.8,62,67.7,C,Pass,54.21
274,Student_274,9.2,95,40.6,D,Pass,50.64
275,Student_275,5.6,76,54.8,D,Pass,51.32
276,Student_276,5.5,98,83.6,B,Pass,72.29999999999998
277,Student_277,8.2,90,99.5,A,Pass,78.39
278,Student_278,6.8,66,46.0,D,Pass,44.16
279,Student_279,7.3,89,64.1,C,Pass,60.21
280,Student_280,8.2,80,88.0,B,Pass,69.64
281,Student_281,9.0,83,52.2,D,Pass,52.8
282,Student_282,4.0,73,73.3,C,Pass,59.349999999999994
283,Student_283,4.4,94,84.0,B,Pass,71.08
284,Student_284,1.8,84,77.0,B,Pass,64.06
285,Student_285,6.2,97,51.3,D,Pass,55.99
286,Student_286,1.3,55,61.3,C,Pass,47.41
287,Student_287,5.2,68,87.0,B,Pass,64.94
288,Student_288,5.9,79,73.3,C,Pass,61.529999999999994
289,Student_289,3.6,56,40.3,D,Pass,37.67
290,Student_290,6.3,59,85.7,B,Pass,61.809999999999995
291,Student_291,1.3,90,42.1,D,Pass,48.309999999999995
292,Student_292,1.3,81,84.7,B,Pass,66.91000000000001
293,Student_293,8.4,83,52.1,D,Pass,52.63
294,Student_294,4.2,77,97.5,A,Pass,72.69
295,Student_295,2.1,64,62.1,C,Pass,50.67
296,Student_296,5.7,79,59.6,D,Pass,54.64
297,Student_297,7.9,86,48.9,D,Pass,51.83
298,Student_298,2.9,78,58.3,D,Pass,53.129999999999995
299,Student_299,6.6,71,92.6,A,Pass,68.91999999999999
300,Student_300,1.8,53,99.8,A,Pass,66.16
301,Student_301,1.5,69,62.1,C,Pass,52.05
302,Student_302,5.8,81,66.9,C,Pass,58.91
303,Student_303,5.9,85,83.3,B,Pass,68.33000000000001
304,Student_304,6.7,99,93.2,A,Pass,77.64
305,Student_305,7.5,53,75.6,B,Pass,55.199999999999996
306,Student_306,9.8,76,63.5,C,Pass,56.51
307,Student_307,5.6,66,64.8,C,Pass,53.32
308,Student_308,3.9,61,81.7,B,Pass,59.93000000000001
309,Student_309,8.2,71,40.2,D,Pass,43.040000000000006
310,Student_310,3.4,66,77.2,B,Pass,59.080000000000005
311,Student_311,5.0,59,61.3,C,Pass,49.349999999999994
312,Student_312,1.7,50,87.7,B,Pass,59.190000000000005
313,Student_313,1.2,71,45.6,D,Pass,44.34
314,Student_314,9.7,75,75.3,B,Pass,62.089999999999996
315,Student_315,8.5,67,68.9,C,Pass,56.25
316,Student_316,7.3,99,78.5,B,Pass,70.41
317,Student_317,4.7,63,43.9,D,Pass,41.78999999999999
318,Student_318,2.6,96,74.8,C,Pass,66.71999999999998
319,Student_319,2.4,78,73.7,C,Pass,60.73
320,Student_320,3.3,61,73.6,C,Pass,55.75999999999999
321,Student_321,5.9,85,76.2,B,Pass,64.78
322,Student_322,7.4,84,80.6,B,Pass,66.98
323,Student_323,6.9,61,88.3,B,Pass,63.830000000000005
324,Student_324,3.5,56,56.2,D,Pass,45.60000000000001
325,Student_325,9.6,78,89.5,B,Pass,70.07000000000001
326,Student_326,7.6,60,69.9,C,Pass,54.470000000000006
327,Student_327,6.0,82,44.6,D,Pass,48.1
328,Student_328,6.5,55,43.5,D,Pass,39.55
329,Student_329,4.8,96,60.1,C,Pass,59.809999999999995
330,Student_330,3.2,64,87.1,B,Pass,63.39
331,Student_331,4.2,81,82.5,B,Pass,66.39
332,Student_332,7.8,100,87.3,B,Pass,75.21000000000001
333,Student_333,1.1,60,71.0,C,Pass,53.72
334,Student_334,2.0,72,66.4,C,Pass,55.199999999999996
335,Student_335,1.4,75,48.8,D,Pass,47.18
336,Student_336,1.4,83,59.7,D,Pass,55.03
337,Student_337,8.7,95,66.0,C,Pass,63.24
338,Student_338,7.3,83,45.3,D,Pass,49.01
339,Student_339,5.3,78,53.2,D,Pass,51.06
340,Student_340,1.9,53,75.9,B,Pass,54.230000000000004
341,Student_341,5.4,66,84.1,B,Pass,62.92999999999999
342,Student_342,5.3,84,99.9,A,Pass,76.21000000000001
343,Student_343,2.6,62,96.0,A,Pass,67.11999999999999
344,Student_344,4.9,90,78.6,B,Pass,67.28
345,Student_345,4.6,88,65.3,C,Pass,59.97
346,Student_346,6.5,64,78.2,B,Pass,59.599999999999994
347,Student_347,6.7,78,87.1,B,Pass,68.28999999999999
348,Student_348,1.4,78,47.1,D,Pass,47.230000000000004
349,Student_349,4.4,60,64.6,C,Pass,51.18
350,Student_350,6.6,81,90.4,A,Pass,70.82
351,Student_351,5.5,51,63.0,C,Pass,47.9
352,Student_352,8.7,96,74.3,C,Pass,67.68999999999998
353,Student_353,6.9,63,75.3,B,Pass,57.93
354,Student_354,2.5,69,51.1,D,Pass,46.75
355,Student_355,1.6,71,61.7,C,Pass,52.470000000000006
356,Student_356,6.8,60,60.1,C,Pass,49.41
357,Student_357,1.2,76,41.6,D,Pass,43.84
358,Student_358,6.3,52,41.5,D,Pass,37.61
359,Student_359,9.5,66,89.9,B,Pass,66.65
360,Student_360,6.2,93,56.4,D,Pass,57.339999999999996
361,Student_361,4.5,77,71.1,C,Pass,59.54999999999999
362,Student_362,6.8,78,57.9,D,Pass,53.709999999999994
363,Student_363,5.1,70,96.4,A,Pass,70.22
364,Student_364,5.9,96,55.6,D,Pass,57.779999999999994
365,Student_365,9.5,65,65.8,C,Pass,54.3
366,Student_366,4.5,86,92.4,A,Pass,72.9
367,Student_367,9.7,69,90.5,A,Pass,67.89
368,Student_368,9.1,55,51.2,D,Pass,43.92
369,Student_369,2.8,68,88.2,B,Pass,65.06
370,Student_370,1.6,54,67.5,C,Pass,50.27
371,Student_371,1.9,52,69.0,C,Pass,50.480000000000004
372,Student_372,1.2,50,48.0,D,Pass,39.24
373,Student_373,1.8,87,44.8,D,Pass,48.86
374,Student_374,7.1,64,83.7,B,Pass,62.47
375,Student_375,1.6,83,69.8,C,Pass,60.12
376,Student_376,3.9,84,66.2,C,Pass,59.08
377,Student_377,8.6,98,83.8,B,Pass,73.02
378,Student_378,1.2,74,85.9,B,Pass,65.39
379,Student_379,8.3,73,49.5,D,Pass,48.31
380,Student_380,3.5,61,76.6,B,Pass,57.3
381,Student_381,2.1,67,48.1,D,Pass,44.57
382,Student_382,7.3,64,85.1,B,Pass,63.21
383,Student_383,6.7,93,79.4,B,Pass,68.94
384,Student_384,8.9,65,97.4,A,Pass,69.98
385,Student_385,7.6,76,44.1,D,Pass,46.370000000000005
386,Student_386,8.2,57,43.4,D,Pass,40.44
387,Student_387,3.5,95,56.9,D,Pass,57.650000000000006
388,Student_388,2.6,74,55.7,D,Pass,50.57
389,Student_389,7.8,66,54.8,D,Pass,48.760000000000005
390,Student_390,8.3,78,94.4,A,Pass,72.25999999999999
391,Student_391,9.9,57,55.0,D,Pass,46.57999999999999
392,Student_392,4.7,64,56.3,D,Pass,48.28999999999999
393,Student_393,4.3,76,85.6,B,Pass,66.46
394,Student_394,8.0,95,67.0,C,Pass,63.6
395,Student_395,4.1,99,86.6,B,Pass,73.82
396,Student_396,9.4,56,43.9,D,Pass,40.63
397,Student_397,8.7,52,69.3,C,Pass,51.99
398,Student_398,4.9,78,42.0,D,Pass,45.379999999999995
399,Student_399,7.8,93,43.8,D,Pass,51.36
400,Student_400,7.8,73,94.4,A,Pass,70.66
401,Student_401,1.9,52,70.3,C,Pass,51.13
402,Student_402,9.1,69,71.9,C,Pass,58.470000000000006
403,Student_403,5.5,95,64.7,C,Pass,61.95
404,Student_404,8.4,64,60.8,C,Pass,51.279999999999994
405,Student_405,3.9,74,94.0,A,Pass,69.98
406,Student_406,9.1,79,41.3,D,Pass,46.169999999999995
407,Student_407,4.5,63,79.8,B,Pass,59.699999999999996
408,Student_408,1.1,56,97.8,A,Pass,65.92
409,Student_409,9.1,66,73.6,C,Pass,58.419999999999995
410,Student_410,1.8,93,96.2,A,Pass,76.36
411,Student_411,3.9,69,43.1,D,Pass,43.03
412,Student_412,9.6,85,65.1,C,Pass,59.97
413,Student_413,9.6,58,55.6,D,Pass,47.120000000000005
414,Student_414,6.2,87,83.8,B,Pass,69.24
415,Student_415,6.7,97,98.9,A,Pass,79.89
416,Student_416,5.0,71,55.4,D,Pass,50.0
417,Student_417,3.6,51,79.3,B,Pass,55.669999999999995
418,Student_418,4.0,73,51.9,D,Pass,48.64999999999999
419,Student_419,7.1,57,73.9,C,Pass,55.47
420,Student_420,7.8,60,67.8,C,Pass,53.46
421,Student_421,8.1,62,70.3,C,Pass,55.37
422,Student_422,8.1,66,76.5,B,Pass,59.669999999999995
423,Student_423,1.8,57,61.0,C,Pass,47.959999999999994
424,Student_424,5.4,70,46.8,D,Pass,45.48
425,Student_425,1.5,67,49.1,D,Pass,44.949999999999996
426,Student_426,5.9,79,53.5,D,Pass,51.63
427,Student_427,5.0,67,55.1,D,Pass,48.65
428,Student_428,9.0,95,70.3,C,Pass,65.45
429,Student_429,4.2,96,73.7,C,Pass,66.49000000000001
430,Student_430,2.1,80,71.4,C,Pass,60.120000000000005
431,Student_431,2.3,87,46.9,D,Pass,50.01
432,Student_432,7.9,81,91.6,A,Pass,71.67999999999999
433,Student_433,6.6,60,83.4,B,Pass,61.02
434,Student_434,1.9,94,44.1,D,Pass,50.63
435,Student_435,1.8,74,82.5,B,Pass,63.81
436,Student_436,7.3,82,72.6,C,Pass,62.35999999999999
437,Student_437,1.7,87,44.9,D,Pass,48.89
438,Student_438,8.4,90,67.5,C,Pass,62.43
439,Student_439,7.4,57,69.1,C,Pass,53.12999999999999
440,Student_440,1.7,60,49.9,D,Pass,43.290000000000006
441,Student_441,1.8,71,96.7,A,Pass,70.01
442,Student_442,9.9,100,91.0,A,Pass,77.48
443,Student_443,4.4,73,80.1,B,Pass,62.83
444,Student_444,4.3,90,67.7,C,Pass,61.71
445,Student_445,8.3,66,64.7,C,Pass,53.81
446,Student_446,9.5,61,79.1,B,Pass,59.74999999999999
447,Student_447,9.9,95,72.7,C,Pass,66.83
448,Student_448,7.8,81,43.7,D,Pass,47.71000000000001
449,Student_449,4.4,64,70.8,C,Pass,55.48
450,Student_450,1.8,65,88.4,B,Pass,64.06
451,Student_451,8.0,71,67.6,C,Pass,56.699999999999996
452,Student_452,6.0,77,70.3,C,Pass,59.45
453,Student_453,4.8,69,87.2,B,Pass,65.25999999999999
454,Student_454,9.2,82,52.1,D,Pass,52.489999999999995
455,Student_455,2.0,59,55.5,D,Pass,45.85
456,Student_456,5.4,89,49.9,D,Pass,52.73
457,Student_457,1.1,81,59.8,D,Pass,54.42
458,Student_458,5.2,99,85.4,B,Pass,73.44000000000001
459,Student_459,1.5,82,71.2,C,Pass,60.5
460,Student_460,2.1,51,52.3,D,Pass,41.87
461,Student_461,2.1,82,92.7,A,Pass,71.37
462,Student_462,6.8,82,92.8,A,Pass,72.36
463,Student_463,7.7,90,92.2,A,Pass,74.64
464,Student_464,6.3,62,54.3,D,Pass,47.01
465,Student_465,9.7,79,67.1,C,Pass,59.19
466,Student_466,4.4,82,99.1,A,Pass,75.02999999999999
467,Student_467,3.6,62,86.3,B,Pass,62.47
468,Student_468,8.8,75,41.6,D,Pass,45.059999999999995
469,Student_469,3.0,71,43.9,D,Pass,43.85
470,Student_470,9.7,88,67.8,C,Pass,62.239999999999995
471,Student_471,1.1,51,70.3,C,Pass,50.669999999999995
472,Student_472,9.7,87,72.3,C,Pass,64.19
473,Student_473,1.4,88,69.9,C,Pass,61.63
474,Student_474,9.0,75,46.3,D,Pass,47.449999999999996
475,Student_475,5.7,95,79.4,B,Pass,69.34
476,Student_476,9.9,99,89.3,B,Pass,76.33
477,Student_477,1.7,64,62.8,C,Pass,50.94
478,Student_478,6.0,83,86.5,B,Pass,69.35000000000001
479,Student_479,9.7,91,97.9,A,Pass,78.19
480,Student_480,5.7,93,52.2,D,Pass,55.14
481,Student_481,6.7,98,71.4,C,Pass,66.44
482,Student_482,7.3,89,57.2,D,Pass,56.76
483,Student_483,5.1,60,87.6,B,Pass,62.82
484,Student_484,6.6,52,74.7,C,Pass,54.27
485,Student_485,6.3,55,78.1,B,Pass,56.809999999999995
486,Student_486,9.1,58,87.9,B,Pass,63.17
487,Student_487,1.4,55,63.8,C,Pass,48.68
488,Student_488,3.5,58,94.9,A,Pass,65.55
489,Student_489,9.6,88,72.0,C,Pass,64.32
490,Student_490,9.0,80,49.5,D,Pass,50.55
491,Student_491,5.1,81,81.8,B,Pass,66.22
